ID	AT	BBP1	BBP2	BBP3	BBP4	e0	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	e19	e20	e21	e22	e23	e24	e25	e26	e27	e28	e29	e30	e31	e32	e33	e34	e35	e36	e37	e38	e39	e40	e41	e42	e43	e44	e45	e46	e47	e48	e49	e50	e51	e52	e53	e54	e55	e56	e57	e58	e59	e60	e61	e62	e63	e64	e65	e66	e67	e68	e69	e70	e71	e72	e73	e74	e75	e76	e77	e78	e79	e80	e81	e82	e83
r068	1820.30	0.91%	1.20%	1.50%	2.13%	4	8	4	8	6	4	4	6	8	5	5	8	6	5	5	6	5	7	5	7	5	5	6	6	5	5	8	5	5	8	7	5	5	7	7	5	5	6	7	5	5	7	7	5	4	7	6	7	5	8	5	7	4	6	7	6	5	6	5	6	7	6	6	6	6	6	6	6	8	4	8	5	5	6	6	5	8	5	6	5	6	7	6	4
r069	1775.53	1.09%	1.52%	1.91%	2.42%	5	7	7	6	5	5	7	6	6	5	7	7	6	5	5	5	7	6	6	6	6	4	6	7	6	6	6	4	8	6	5	7	8	5	7	4	5	6	7	7	6	5	6	6	6	6	5	5	7	6	4	6	6	7	6	5	6	5	7	6	6	5	7	6	6	5	5	5	8	5	6	5	6	7	5	6	8	5	5	6	5	6	6	5
r070	1906.45	0.38%	0.56%	0.94%	1.37%	4	6	7	6	5	4	7	7	6	4	8	6	7	4	7	5	8	4	7	4	6	6	4	7	7	6	5	6	6	6	6	6	6	6	6	6	7	4	6	6	6	5	6	6	6	6	4	5	7	6	6	6	6	7	6	5	6	4	7	6	6	7	5	6	6	7	5	5	7	6	5	5	6	5	5	6	7	5	6	6	6	6	6	6
r071	1697.19	1.49%	1.74%	2.03%	2.40%	6	6	5	6	7	6	5	7	6	7	4	6	7	7	4	7	4	6	7	6	5	5	8	6	7	5	6	5	6	7	5	7	6	5	5	7	4	8	5	7	5	6	5	5	5	7	6	6	6	7	7	5	5	6	7	5	6	6	6	7	5	5	7	6	7	5	5	5	6	7	6	6	6	7	5	6	6	6	6	6	6	5	6	7
r072	1892.90	0.51%	0.65%	1.08%	1.49%	5	6	7	7	4	5	7	6	7	6	5	6	6	6	6	4	5	6	6	6	7	7	5	5	6	7	5	7	4	7	5	7	4	5	7	6	6	5	7	7	5	6	6	5	5	5	7	6	6	7	6	6	5	5	5	6	7	7	6	5	6	7	6	5	5	7	6	6	7	5	5	4	6	6	6	7	7	4	6	6	6	6	5	5
r073	1772.17	1.10%	1.52%	1.92%	2.47%	6	6	5	8	5	6	5	7	8	6	4	6	7	6	5	5	4	6	6	6	5	6	7	6	6	5	7	6	7	5	5	5	7	5	6	6	5	7	6	5	8	4	7	8	6	5	5	4	7	5	6	7	6	6	5	6	5	5	7	6	6	6	5	7	6	6	6	6	7	5	7	6	5	5	6	5	7	6	6	5	6	6	7	5
r074	1799.32	1.00%	1.38%	1.74%	2.12%	6	6	4	7	7	6	4	7	7	5	5	6	7	5	5	7	5	5	7	5	5	6	8	6	7	5	4	6	6	5	6	6	6	6	5	7	5	8	5	6	6	6	6	6	6	7	5	6	6	5	7	6	6	6	7	5	5	5	6	7	6	5	6	5	7	5	6	5	6	7	4	7	6	6	6	5	6	7	6	6	6	6	5	7
r075	1784.41	1.11%	1.35%	1.76%	2.55%	6	6	6	5	7	6	6	6	5	6	6	6	6	6	6	7	6	6	5	6	8	5	5	6	5	8	5	5	8	5	6	5	8	6	5	5	6	5	5	5	5	6	8	5	6	5	7	6	6	5	5	8	6	6	5	7	5	7	6	6	5	5	6	7	6	5	6	7	5	6	5	8	5	6	6	5	5	8	6	5	6	5	7	6
r076	1852.72	0.65%	0.99%	1.20%	1.65%	5	7	5	6	7	5	5	6	6	5	6	7	6	5	6	7	6	5	6	5	6	6	7	6	6	6	6	6	5	7	7	5	5	7	5	5	6	7	5	5	6	7	5	6	7	6	5	7	5	7	5	5	7	6	6	7	5	5	5	7	5	6	5	7	7	6	5	7	4	6	6	7	5	5	5	5	4	7	7	5	7	5	7	6
r077	1796.98	1.01%	1.42%	1.76%	2.27%	4	5	7	6	5	4	7	7	6	6	6	5	7	6	6	5	6	7	6	7	5	5	7	4	6	5	7	5	8	5	4	8	8	4	5	6	6	7	5	8	6	5	5	6	8	5	5	5	6	5	6	5	8	4	5	7	8	5	6	6	7	7	7	4	6	7	5	7	4	7	7	5	6	7	5	8	4	5	6	6	6	7	4	7
r078	1859.15	0.67%	0.88%	1.32%	1.84%	6	6	6	5	6	6	6	5	5	7	6	6	5	7	6	6	6	7	5	7	8	5	6	4	5	8	5	5	7	6	5	6	7	5	6	5	6	6	6	6	5	6	7	5	6	7	5	6	5	6	5	7	6	4	7	6	7	5	5	7	7	5	6	5	7	5	6	6	6	6	5	5	6	6	6	7	6	5	6	6	6	7	5	6
r079	1789.11	1.05%	1.53%	1.83%	2.16%	6	5	5	5	8	6	5	6	5	8	4	5	6	8	5	8	4	6	6	6	4	5	7	6	6	4	8	5	7	6	6	4	7	6	6	5	5	7	6	4	6	6	6	6	7	5	6	6	6	6	5	6	7	6	5	6	7	6	6	7	5	5	6	7	7	5	6	6	6	6	8	5	5	6	6	7	6	5	6	5	6	5	7	6
r080	1869.38	0.72%	0.90%	1.22%	1.62%	8	4	5	6	5	8	5	5	6	7	5	4	5	7	6	5	5	7	4	7	6	5	7	5	4	6	7	5	7	5	5	6	7	5	5	7	6	7	5	6	6	6	6	6	6	8	4	6	6	5	7	6	6	5	8	5	5	4	6	6	5	6	6	6	6	6	6	5	6	7	7	6	5	6	6	5	6	6	7	5	7	5	6	7
r081	1892.80	0.42%	0.66%	1.09%	1.47%	6	6	5	7	6	6	5	6	7	5	4	6	6	5	7	6	4	6	7	6	6	6	5	7	7	6	5	6	5	7	6	6	5	6	6	5	7	5	6	6	5	7	6	5	6	5	6	7	5	7	5	6	6	7	5	6	6	6	5	6	7	6	6	6	6	6	6	6	7	5	5	4	8	6	6	6	7	4	4	8	4	7	6	5
r082	1702.63	1.53%	1.97%	2.42%	3.18%	7	4	5	6	6	7	5	6	6	6	6	4	6	6	7	6	6	7	5	7	6	4	6	7	5	6	6	4	8	5	6	6	8	6	5	5	7	6	5	6	5	6	7	5	7	6	6	6	6	5	5	7	7	7	6	6	4	6	6	6	6	4	6	8	6	4	6	6	7	4	6	7	5	6	6	4	7	7	6	5	6	6	8	4
r083	1964.91	0.17%	0.29%	0.48%	0.87%	6	6	6	7	5	6	6	5	7	6	5	6	5	6	7	5	5	7	7	7	5	7	5	4	7	5	6	7	5	6	6	6	5	6	6	7	7	5	6	6	5	5	5	5	6	8	5	5	7	6	7	5	6	4	8	6	6	5	7	5	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
r084	1953.28	0.30%	0.48%	0.65%	0.97%	7	5	6	7	5	7	6	5	7	6	5	5	5	6	7	5	5	6	6	6	6	7	6	5	6	6	6	7	6	4	6	6	6	6	5	7	7	6	5	6	5	5	6	5	7	7	5	5	7	4	7	6	7	5	7	5	6	5	7	7	5	4	6	7	7	4	6	5	5	6	6	5	5	6	6	6	5	5	7	5	7	5	7	6
r085	1902.05	0.50%	0.67%	1.00%	1.20%	5	7	6	5	7	5	6	6	5	5	7	7	6	5	6	7	7	5	5	5	7	6	4	6	5	7	6	6	5	7	5	7	5	5	8	6	6	4	8	7	5	6	5	5	6	7	6	6	6	7	6	5	6	6	7	6	5	6	6	5	6	6	7	5	5	6	5	6	5	7	6	6	6	7	5	5	5	6	6	6	6	6	5	7
r086	1847.39	0.79%	1.01%	1.39%	1.83%	7	5	4	7	7	7	4	7	7	5	6	5	7	5	6	7	6	5	6	5	6	5	7	6	6	6	6	5	6	6	5	7	6	5	5	8	6	7	5	7	5	6	6	5	4	8	7	6	6	6	8	6	4	6	8	5	5	7	6	6	5	6	4	8	6	6	6	5	5	5	6	7	5	4	6	5	5	7	7	5	7	5	8	5
r087	1745.70	1.24%	1.60%	1.98%	2.47%	5	7	6	5	7	5	6	6	5	6	7	7	6	6	5	7	7	5	5	5	6	4	6	6	5	6	7	4	6	7	7	5	6	7	7	4	5	6	7	5	6	6	7	6	6	7	5	6	5	7	4	7	6	6	7	6	5	5	5	7	7	5	6	6	7	5	6	6	4	5	7	7	4	6	6	5	4	7	8	4	8	7	6	5
r088	1864.12	0.67%	0.93%	1.21%	1.65%	6	5	6	4	8	6	6	6	4	7	6	5	6	7	6	8	6	5	5	5	5	6	7	7	5	5	6	6	7	5	5	7	7	5	5	6	6	7	5	7	4	6	6	4	7	6	7	6	6	5	6	6	7	7	6	6	5	7	6	5	6	7	6	5	5	7	6	6	5	7	6	7	5	6	6	5	5	7	7	5	7	6	5	7
r089	1893.75	0.51%	0.78%	1.03%	1.47%	7	4	5	5	6	7	5	6	5	7	6	4	6	7	7	6	6	5	7	5	6	5	5	7	7	6	5	5	7	6	4	7	7	4	6	6	7	5	6	7	5	6	6	5	6	6	7	6	6	6	6	6	6	7	6	6	5	7	6	5	6	6	6	6	5	6	6	6	7	5	5	6	7	6	6	5	7	6	5	7	5	6	6	5
r090	1875.83	0.53%	0.80%	1.15%	1.60%	5	6	8	5	5	5	8	5	5	5	8	6	5	5	7	5	8	5	6	5	6	5	6	6	6	6	6	5	7	5	7	5	7	7	5	5	7	6	5	5	6	6	7	6	7	7	4	6	6	5	5	7	7	6	7	4	7	4	6	5	7	7	6	5	5	7	6	4	6	6	6	5	5	6	6	7	6	5	6	5	6	7	5	6
r091	1864.91	0.67%	0.90%	1.30%	1.84%	6	6	6	6	6	6	6	5	6	6	6	6	5	6	7	6	6	5	5	5	8	6	6	5	5	8	5	6	7	5	8	4	7	8	5	4	7	6	5	4	6	5	8	6	5	7	6	5	6	5	4	8	5	5	7	6	6	6	6	6	6	6	5	7	6	6	6	6	6	5	5	8	5	5	6	6	6	8	4	5	4	6	7	5
r092	1664.09	1.74%	2.30%	2.76%	3.37%	5	7	7	7	4	5	7	4	7	6	5	7	4	6	7	4	5	7	8	7	5	5	7	6	8	5	4	5	6	7	6	6	6	6	4	6	7	7	4	6	7	5	6	7	5	6	6	5	7	7	6	6	5	6	6	5	7	6	7	4	6	6	4	8	4	6	8	5	8	4	4	5	8	4	8	7	8	5	4	8	4	6	8	4
r093	1844.49	0.73%	1.04%	1.35%	1.93%	5	6	7	6	5	5	7	6	6	6	6	6	6	6	6	5	6	6	5	6	7	5	6	6	5	7	6	5	7	6	6	5	7	6	6	5	6	6	6	5	6	6	6	6	6	5	7	6	5	6	5	6	6	6	5	4	6	7	5	5	7	7	6	5	5	7	6	4	8	6	6	5	7	6	6	6	8	5	5	7	5	7	5	6
r094	1851.73	0.74%	0.98%	1.34%	1.75%	7	5	4	5	6	7	4	7	5	5	8	5	7	5	6	6	8	4	6	4	7	5	6	8	6	7	5	5	6	7	5	6	6	5	6	7	6	6	6	6	7	6	5	7	5	6	6	6	6	7	7	5	5	8	6	5	5	6	6	5	6	7	6	5	5	7	6	5	6	7	5	6	5	6	6	5	6	6	7	5	7	6	5	7
r095	1809.06	0.97%	1.22%	1.55%	1.80%	4	7	8	4	6	4	8	6	4	6	7	7	6	6	5	6	7	5	6	5	7	5	6	7	6	7	5	5	6	7	5	7	6	5	7	5	5	6	7	7	6	5	6	6	6	6	6	5	6	7	5	6	6	7	6	5	6	6	6	7	5	5	6	7	7	5	6	5	6	6	5	6	6	6	6	6	6	6	6	6	6	5	7	6
r096	1915.97	0.39%	0.58%	0.89%	1.15%	7	5	6	7	5	7	6	5	7	6	5	5	5	6	6	5	5	6	6	6	4	7	6	7	6	4	8	7	5	6	7	5	5	7	6	6	6	6	6	5	7	6	6	7	6	4	6	6	6	6	6	6	6	7	4	5	8	6	6	7	5	6	7	5	7	6	5	5	5	8	8	5	5	7	5	8	5	5	6	5	6	5	5	8
r097	1618.51	1.67%	2.06%	2.47%	2.88%	5	5	5	7	5	5	5	8	7	7	4	5	8	7	4	5	4	6	7	6	6	6	5	7	7	6	5	6	6	6	5	7	6	5	7	6	4	5	7	7	6	5	5	6	7	5	6	5	7	6	6	5	7	7	5	5	5	6	7	6	5	7	5	6	6	7	5	5	8	5	5	6	7	5	5	5	8	6	5	7	5	5	6	5
r098	1872.95	0.69%	0.82%	1.17%	1.52%	4	6	6	7	5	4	6	7	7	6	5	6	7	6	5	5	5	8	6	8	5	7	4	4	6	5	6	7	6	5	7	5	6	7	7	4	5	4	7	5	5	5	8	5	6	7	6	5	5	5	4	8	6	4	7	7	6	6	5	8	5	4	6	7	8	4	6	7	5	6	6	6	6	6	6	6	5	6	6	6	6	5	7	6
r099	1617.32	1.69%	2.10%	2.45%	2.69%	5	7	5	6	7	5	5	7	6	6	6	7	7	6	4	7	6	6	4	6	7	5	6	6	4	7	6	5	6	6	4	8	6	4	7	7	4	6	7	8	5	6	5	5	6	6	6	6	6	6	7	5	6	6	6	6	6	6	6	5	7	7	6	5	5	7	6	6	6	6	6	5	7	6	6	6	6	5	5	7	5	7	5	6
r100	1771.34	1.13%	1.49%	1.85%	2.29%	6	6	7	6	5	6	7	4	6	7	4	6	4	7	7	5	4	8	7	8	6	6	5	5	7	6	5	6	6	6	7	5	6	7	4	6	7	5	4	5	7	6	6	7	6	6	5	6	5	6	6	6	6	5	6	5	6	5	5	7	7	5	6	6	7	5	6	5	8	5	5	5	7	6	6	6	8	5	5	7	5	7	6	5
r101	1854.03	0.58%	0.98%	1.24%	1.77%	5	6	7	5	6	5	7	6	5	6	7	6	6	6	6	6	7	5	6	5	6	7	7	5	6	6	6	7	6	5	5	6	6	5	5	7	6	7	5	6	8	5	5	8	7	5	4	5	6	5	7	5	7	5	5	5	7	4	6	7	7	6	7	5	7	6	4	5	7	6	6	6	6	7	4	7	7	6	4	6	4	7	5	6
r102	1742.74	1.45%	1.82%	2.20%	2.84%	8	4	5	6	6	8	5	5	6	6	6	4	5	6	6	6	6	5	7	5	5	6	7	7	7	5	5	6	6	6	5	7	6	5	5	7	6	7	5	7	5	6	5	5	6	4	6	6	6	6	7	5	6	7	4	7	6	6	6	6	6	5	5	7	6	5	7	7	6	5	5	7	6	5	7	6	6	7	5	6	5	6	7	5
r103	1872.54	0.62%	0.74%	1.12%	1.47%	6	6	5	7	6	6	5	7	7	5	6	6	7	5	6	6	6	6	6	6	6	5	5	8	6	6	6	5	5	8	6	6	5	6	6	7	6	5	6	6	8	6	4	8	5	6	5	6	6	8	7	4	5	8	6	5	5	5	6	7	6	6	6	6	7	6	5	5	5	6	6	8	4	6	5	5	5	8	6	4	6	6	6	6
r104	1793.24	1.06%	1.50%	1.92%	2.29%	5	6	5	5	7	5	5	6	5	6	7	6	6	6	6	7	7	5	5	5	6	5	7	7	5	6	6	5	7	6	5	6	7	5	5	7	6	7	5	6	6	7	5	6	5	5	7	7	5	6	7	5	5	7	5	5	7	7	5	7	5	5	6	7	7	5	6	5	6	6	6	5	6	6	6	7	6	5	5	6	5	5	7	6
r105	1868.46	0.57%	0.86%	1.20%	1.77%	7	5	6	8	4	7	6	5	8	5	5	5	5	5	8	4	5	8	7	8	7	5	4	5	7	7	4	5	7	6	4	8	7	4	6	7	8	4	6	8	5	5	5	5	5	7	7	5	7	6	7	5	5	5	7	5	7	7	7	5	5	5	5	8	5	5	7	5	6	5	4	6	6	5	7	7	6	6	5	6	5	5	8	5
r106	1902.96	0.41%	0.65%	0.97%	1.46%	6	5	4	7	7	6	4	8	7	5	6	5	8	5	6	7	6	6	5	6	6	6	4	8	5	6	4	6	6	5	5	5	6	5	8	5	6	4	8	5	6	6	7	6	7	6	4	6	6	5	5	7	7	8	6	5	5	4	6	6	8	6	6	5	6	6	6	5	8	5	4	7	7	6	6	5	8	7	4	7	4	8	5	5
r107	1971.86	0.32%	0.47%	0.54%	0.80%	6	6	7	5	5	6	7	5	5	7	6	6	5	7	6	5	6	6	7	6	6	8	4	6	7	6	4	8	4	6	6	5	4	6	7	7	6	4	7	5	6	6	6	6	5	7	6	6	6	6	7	6	5	6	7	4	7	6	6	7	5	6	6	5	7	6	5	4	5	8	4	6	8	6	5	7	5	6	4	8	4	5	5	8
r108	1727.31	1.42%	1.88%	2.48%	2.92%	6	6	6	7	5	6	6	6	7	6	5	6	6	6	5	5	5	6	7	6	6	5	6	7	7	6	5	5	6	7	7	5	6	7	5	5	5	6	5	5	6	5	8	6	4	6	7	5	7	7	5	8	4	7	6	6	5	7	7	5	5	5	6	7	5	5	6	6	8	4	5	5	7	6	6	5	8	5	5	7	5	5	7	4
r109	1843.20	0.74%	1.05%	1.21%	1.58%	5	7	6	6	5	5	6	6	6	6	5	7	6	6	5	5	5	8	6	8	6	5	6	5	6	6	6	5	6	7	7	5	6	7	7	4	5	6	7	5	6	5	7	6	6	6	6	5	7	7	4	7	6	5	6	5	7	6	7	6	5	7	6	5	6	7	5	5	5	8	6	5	5	6	5	7	5	5	7	5	7	5	5	8
r110	1927.53	0.52%	0.68%	0.83%	1.29%	6	5	5	6	6	6	5	7	6	6	6	5	7	6	6	6	6	7	5	7	6	7	5	4	5	6	7	7	7	4	4	7	7	4	5	8	6	5	5	7	5	5	7	5	5	8	6	5	6	4	8	7	5	4	8	7	5	6	6	7	5	6	6	6	7	6	5	7	6	5	7	5	5	6	5	5	6	5	7	5	7	5	6	5
r111	1810.94	0.99%	1.24%	1.42%	1.82%	6	6	6	4	6	6	6	6	4	6	8	6	6	6	5	6	8	5	5	5	6	7	7	5	5	6	7	7	6	5	5	5	6	5	6	7	5	7	6	5	7	6	6	7	4	8	5	6	6	5	7	6	4	5	8	5	6	5	6	7	6	5	5	6	7	5	6	5	7	6	7	5	6	5	6	6	7	5	6	6	6	6	6	6
r112	1932.56	0.39%	0.55%	0.81%	1.20%	5	7	7	5	6	5	7	4	5	6	6	7	4	6	7	6	6	5	7	5	6	8	6	5	7	6	5	8	5	5	7	5	5	7	5	7	7	6	5	5	6	6	6	6	6	5	7	6	5	5	7	6	6	5	5	6	8	7	5	5	7	6	5	5	5	6	7	6	5	6	5	6	6	5	7	8	5	6	5	6	5	7	5	6
r113	1779.25	1.16%	1.52%	1.86%	2.34%	6	6	4	6	8	6	4	7	6	6	6	6	7	6	5	8	6	6	4	6	8	5	5	6	4	8	6	5	6	5	5	5	6	5	7	6	5	5	7	5	6	6	7	6	6	5	5	6	6	5	6	7	6	6	5	6	7	5	6	8	5	5	6	7	8	5	5	6	6	6	6	6	6	6	5	7	6	6	5	6	5	5	7	6
r114	1793.45	1.04%	1.39%	1.74%	2.17%	6	5	5	7	6	6	5	7	7	7	4	5	7	7	5	6	4	8	5	8	6	5	7	4	5	6	6	5	6	4	5	7	6	5	5	8	5	7	5	7	5	5	7	5	5	8	5	5	6	4	8	7	5	4	8	6	6	5	6	7	6	5	7	6	7	5	5	6	6	6	6	6	6	7	5	6	6	6	6	6	6	6	6	6
r115	1726.75	1.53%	2.02%	2.45%	3.19%	6	5	5	7	6	6	5	6	7	6	5	5	6	6	7	6	5	7	4	7	6	5	6	6	4	6	8	5	5	7	7	5	5	7	5	7	7	6	5	5	8	6	5	8	5	5	5	6	6	7	7	5	5	6	5	7	5	5	6	7	6	6	5	7	7	6	5	7	7	4	8	5	5	5	5	5	7	5	7	5	7	6	7	4
r116	1913.43	0.39%	0.61%	0.84%	1.22%	5	6	5	7	5	5	5	8	7	4	7	6	8	4	6	5	7	7	5	7	7	6	5	5	5	7	6	6	5	5	6	5	5	6	6	7	6	5	6	5	6	6	7	6	5	6	7	6	6	5	7	7	5	5	6	6	6	7	6	7	4	4	7	7	7	4	5	6	6	6	6	6	5	7	5	6	6	6	6	5	6	4	7	6
r117	1644.03	1.67%	2.02%	2.43%	2.82%	6	6	7	5	6	6	7	5	5	6	7	6	5	6	4	6	7	6	5	6	7	5	7	5	5	7	5	5	6	7	6	6	6	6	7	5	4	7	7	6	7	5	6	7	6	6	5	5	6	7	5	6	6	5	6	6	7	5	6	6	7	6	6	6	6	6	6	6	5	5	5	6	6	6	6	7	5	6	6	6	6	7	6	5
r118	1866.58	0.64%	0.94%	1.22%	1.58%	5	7	6	6	5	5	6	6	6	5	6	7	6	5	5	5	6	8	4	8	7	6	5	4	4	7	7	6	4	8	5	7	4	5	8	5	5	5	8	7	5	6	6	5	5	6	8	6	5	8	5	6	5	4	6	5	7	8	5	5	6	7	5	6	5	7	6	5	6	6	7	5	6	5	6	7	6	5	6	6	6	6	6	6
r119	1756.50	1.30%	1.67%	2.16%	2.75%	5	6	5	7	5	5	5	8	7	4	7	6	8	4	6	5	7	5	7	5	6	5	7	7	7	6	5	5	7	5	5	7	7	5	5	6	6	7	5	7	5	5	7	5	6	5	8	5	4	5	6	7	6	7	5	5	6	8	4	4	8	7	6	5	4	7	6	5	7	5	5	6	7	6	6	6	7	6	5	7	5	8	5	5
r120	1867.63	0.58%	0.84%	1.19%	1.70%	5	7	5	7	6	5	5	6	7	4	5	7	6	4	7	6	5	6	7	6	4	5	6	8	7	4	5	5	6	7	8	4	6	8	5	5	7	6	5	4	7	6	6	7	6	6	5	6	6	7	5	6	6	8	6	5	5	5	6	6	7	7	6	5	6	7	5	5	7	6	5	7	6	6	5	5	7	7	5	6	5	7	5	6
r121	1872.79	0.58%	0.90%	1.17%	1.54%	6	5	6	5	7	6	6	6	5	6	5	5	6	6	7	7	5	8	4	8	6	5	5	6	4	6	7	5	6	5	6	6	6	6	5	7	7	5	5	6	5	7	5	5	7	7	5	7	5	5	7	5	7	6	7	6	5	5	5	6	7	6	6	6	6	6	6	6	6	5	7	6	5	6	6	5	6	6	7	5	7	7	6	5
r122	1819.72	0.84%	1.17%	1.49%	2.01%	7	5	5	6	7	7	5	6	6	7	5	5	6	7	6	7	5	5	5	5	5	6	6	8	5	5	7	6	5	5	6	6	5	6	5	8	6	6	5	6	6	7	4	6	7	5	6	7	5	5	8	4	7	8	5	5	6	6	5	6	5	6	5	7	6	6	6	5	7	6	7	5	6	5	6	6	7	5	6	6	6	5	7	6
r123	1655.93	1.95%	2.49%	3.07%	3.75%	6	6	6	7	5	6	6	6	7	5	6	6	6	5	6	5	6	5	8	5	6	4	7	7	8	6	4	4	7	6	6	5	7	6	5	6	6	7	5	5	8	5	6	8	5	4	7	5	5	6	6	6	5	7	4	6	7	7	5	6	6	6	6	6	6	6	6	6	4	6	4	6	7	6	6	7	4	6	5	7	5	6	6	6
r124	1901.59	0.45%	0.72%	0.98%	1.40%	5	6	7	6	5	5	7	6	6	4	8	6	6	4	8	5	8	5	5	5	6	7	4	8	5	6	7	7	5	5	6	6	5	6	6	6	8	4	6	6	6	7	5	6	6	4	8	7	5	5	6	5	6	8	4	6	6	8	5	6	5	6	7	5	6	6	5	6	7	5	7	6	5	7	5	6	7	6	5	5	5	5	5	5
r125	1866.29	0.55%	0.85%	1.24%	1.71%	5	6	6	5	5	5	6	7	5	5	7	6	7	5	6	5	7	6	6	6	6	7	7	4	6	6	5	7	7	4	6	5	7	6	5	6	6	7	5	5	4	6	6	4	6	7	7	6	5	4	6	6	6	4	7	6	7	7	5	6	6	5	6	7	6	5	6	6	6	5	5	6	7	6	6	7	6	6	4	7	4	6	7	5
r126	1695.87	1.53%	1.96%	2.55%	3.16%	5	5	5	6	6	5	5	8	6	6	6	5	8	6	5	6	6	6	6	6	7	5	7	5	6	7	5	5	6	6	6	6	6	6	5	7	5	7	5	6	6	7	5	6	6	5	7	7	5	6	7	5	6	5	5	7	7	7	5	6	6	6	6	6	6	6	6	7	6	5	5	6	7	6	6	7	6	6	5	7	5	6	6	5
r127	1802.88	0.99%	1.26%	1.61%	2.15%	6	6	7	6	4	6	7	5	6	5	7	6	5	5	7	4	7	6	7	6	5	4	6	8	7	5	6	4	8	6	6	5	8	6	5	5	7	6	5	5	6	6	7	6	6	6	6	6	6	6	5	7	6	8	6	4	6	6	6	5	7	6	5	5	5	6	7	4	8	6	6	6	6	5	7	6	8	6	4	6	4	7	5	6
r128	1806.15	0.93%	1.37%	1.72%	2.36%	7	5	4	6	8	7	4	6	6	5	7	5	6	5	7	8	7	4	5	4	5	6	5	8	5	5	8	6	7	5	7	5	7	7	6	4	7	5	6	5	5	7	7	5	7	4	8	7	5	5	4	7	7	8	4	5	7	8	5	5	6	6	5	7	5	6	7	5	7	5	8	5	5	5	7	7	7	5	5	5	5	6	7	5
r129	1760.32	1.32%	1.69%	2.29%	3.11%	6	5	8	4	5	6	8	4	4	8	6	5	4	8	7	5	6	6	7	6	5	6	6	7	7	5	5	6	5	6	8	4	5	8	5	5	7	6	5	4	8	4	8	8	5	6	4	4	7	6	5	8	5	7	6	5	5	4	7	5	8	6	5	6	5	6	7	5	8	4	5	6	7	5	7	5	8	6	5	7	5	8	6	4
r130	1903.40	0.39%	0.63%	0.98%	1.29%	7	5	6	6	6	7	6	5	6	7	5	5	5	7	6	6	5	7	5	7	7	5	4	7	5	7	6	5	4	7	5	7	4	5	8	7	6	4	8	7	5	7	4	5	6	6	7	7	5	7	7	4	6	7	6	6	5	7	5	5	7	6	5	6	5	6	7	6	7	5	6	6	5	5	7	5	7	6	6	5	6	7	6	5
r131	1609.87	1.65%	1.87%	2.24%	2.84%	5	6	8	4	5	5	8	5	4	7	7	6	5	7	4	5	7	5	6	5	5	5	8	7	6	5	6	5	6	6	8	4	6	8	6	4	4	8	6	4	5	7	6	5	8	7	4	7	5	6	4	6	8	7	7	5	5	4	5	5	7	7	6	5	5	7	6	5	6	6	6	7	5	6	6	5	6	7	6	5	6	7	5	6
r132	1863.52	0.72%	0.93%	1.32%	1.65%	7	5	6	5	6	7	6	5	5	7	6	5	5	7	7	6	6	6	6	6	6	5	5	6	6	6	6	5	7	6	5	6	7	5	5	7	7	5	5	6	6	6	6	6	5	6	7	6	6	6	7	6	5	6	6	5	7	7	6	4	6	8	5	5	4	8	6	5	6	6	6	5	4	5	6	7	6	5	6	4	6	6	5	6
r133	1829.00	0.86%	1.08%	1.30%	1.74%	6	6	6	4	8	6	6	6	4	7	5	6	6	7	5	8	5	5	6	5	6	7	5	6	6	6	6	7	6	5	6	6	6	6	7	5	5	5	7	6	5	7	6	5	8	5	6	7	5	5	5	6	8	6	5	5	7	6	5	6	6	7	5	6	6	7	5	5	6	6	6	6	6	5	5	7	6	6	5	6	5	6	6	6
r134	1721.65	1.42%	1.80%	2.05%	2.72%	5	6	7	5	6	5	7	5	5	6	7	6	5	6	7	6	7	6	5	6	8	5	6	5	5	8	4	5	6	5	6	6	6	6	4	8	7	6	4	6	5	6	6	5	5	7	4	6	6	5	8	6	5	5	7	6	6	4	6	6	6	6	5	6	6	6	6	6	6	6	4	7	6	5	6	6	6	7	5	6	5	6	6	6
r135	1879.02	0.53%	0.82%	1.26%	1.86%	6	6	6	5	7	6	6	6	5	5	6	6	6	5	7	7	6	5	6	5	7	5	5	5	6	7	5	5	6	7	4	7	6	4	6	7	7	5	6	7	6	5	6	6	4	7	7	5	6	7	7	6	4	5	7	7	5	7	6	4	7	8	6	4	4	8	6	7	5	6	5	7	5	6	6	5	5	7	7	5	7	7	4	6
r136	1818.82	0.80%	1.17%	1.48%	2.00%	6	5	6	5	6	6	6	6	5	8	5	5	6	8	5	6	5	7	6	7	7	5	6	5	6	7	5	5	7	5	5	7	7	5	6	6	5	6	6	7	4	7	6	4	5	8	7	7	5	5	6	6	5	5	8	6	5	7	5	5	6	6	7	5	5	6	5	6	7	5	5	7	5	7	5	5	7	7	5	5	5	6	5	5
r137	1933.09	0.37%	0.62%	0.85%	1.07%	6	5	5	7	5	6	5	7	7	5	5	5	7	5	7	5	5	6	8	6	5	6	6	7	8	5	5	6	6	5	5	7	6	5	5	8	7	6	5	7	5	6	6	5	5	6	7	6	6	5	8	6	5	7	6	6	5	7	6	6	5	5	7	6	6	5	5	6	5	7	5	7	6	7	5	5	5	7	6	6	6	5	6	7
