ID	AT	BBP1	BBP2	BBP3	BBP4	e0	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	e19	e20	e21	e22	e23	e24	e25	e26	e27	e28	e29	e30	e31	e32	e33	e34	e35	e36	e37	e38	e39	e40	e41	e42	e43	e44	e45	e46	e47	e48	e49	e50	e51	e52	e53	e54	e55	e56	e57	e58	e59	e60	e61	e62	e63	e64	e65	e66	e67	e68	e69	e70	e71	e72	e73	e74	e75	e76	e77	e78	e79	e80	e81	e82	e83
r010	1484.38	4.09%	4.96%	5.98%	7.15%	6	6	5	6	5	5	5	5	5	5	7	6	5	6	5	5	7	5	7	6	4	5	6	6	6	5	5	7	6	5	5	4	7	4	5	7	7	4	5	7	5	4	7	4	5	7	5	7	5	4	7	6	5	6	6	7	5	5	7	5	5	5	7	5	7	7	5	5	5	6	6	6	5	4	5	7	7	5	7	5	5	5
r011	1641.14	1.82%	2.77%	3.70%	4.79%	4	7	6	4	6	5	7	7	6	5	5	7	5	6	6	5	7	5	7	5	4	7	5	5	6	6	5	5	5	6	7	4	6	7	7	6	5	6	5	5	4	7	5	7	4	5	4	6	6	6	6	5	4	5	7	5	7	7	5	5	7	6	6	6	6	5	7	6	7	4	7	4	4	7	4	6	5	7	6	5	7	5
r012	1852.45	0.07%	0.21%	0.42%	0.95%	5	5	7	5	7	5	6	6	7	3	7	5	3	5	7	5	6	6	6	4	7	6	4	6	5	5	7	7	6	5	6	7	5	5	6	5	7	6	7	7	4	5	6	5	5	7	5	4	6	6	4	7	4	7	6	6	6	6	6	6	6	7	5	7	5	7	5	6	5	6	6	6	5	5	5	4	6	5	4	7	5	7
r013	1777.47	0.35%	0.90%	1.43%	2.33%	6	4	7	6	7	6	5	5	7	3	7	4	3	7	7	6	5	6	5	7	4	5	7	5	7	3	7	7	5	3	7	4	7	6	7	7	5	4	7	5	7	5	5	6	4	6	4	7	6	4	7	5	7	5	5	7	5	5	7	6	5	7	5	7	5	6	5	6	5	6	5	6	6	5	6	6	5	6	6	6	6	6
r014	1551.85	2.65%	3.56%	4.51%	5.71%	7	7	3	7	4	7	4	7	4	6	7	7	6	6	4	7	4	5	4	7	4	4	7	5	6	5	5	7	5	5	6	4	6	6	6	6	7	5	5	7	4	7	6	6	6	5	6	7	4	5	7	5	4	5	5	5	7	7	5	5	7	3	7	4	7	5	6	4	6	6	5	6	6	7	6	4	6	5	4	7	5	7
r015	1822.01	0.21%	0.47%	0.79%	1.49%	6	5	6	6	6	7	4	5	6	6	5	5	6	6	5	7	5	5	5	5	6	4	5	6	6	5	6	5	6	5	7	6	6	5	7	6	4	6	6	4	6	7	6	5	5	6	5	5	6	6	5	6	6	6	5	6	6	5	6	5	6	6	6	5	6	6	6	6	6	5	5	5	6	7	6	4	6	6	4	6	6	6
r016	1734.96	0.58%	1.16%	1.94%	3.03%	4	7	6	4	7	6	6	6	7	5	5	7	5	4	6	6	5	6	5	7	5	6	7	4	4	6	7	5	4	6	6	5	5	5	6	5	7	6	7	7	5	5	5	5	5	6	5	7	5	6	7	4	5	4	7	6	6	6	6	6	6	6	6	6	6	6	6	5	6	5	7	5	5	5	5	5	5	5	5	7	5	7
r017	1780.33	0.40%	0.72%	1.30%	2.17%	6	5	6	6	6	5	5	5	6	7	4	5	7	6	6	5	5	7	5	5	6	5	5	7	6	5	6	4	7	5	6	6	6	5	6	6	6	6	6	6	7	5	5	5	5	7	5	7	5	6	7	3	7	3	7	7	5	5	7	7	5	6	5	6	5	7	5	5	5	5	7	5	5	5	5	7	5	7	7	5	7	5
r018	1628.22	2.01%	3.12%	4.17%	5.18%	6	6	5	6	3	5	7	6	3	6	7	6	6	6	6	5	6	6	6	7	4	7	7	3	6	6	5	7	3	6	7	4	6	7	7	6	7	4	5	7	4	5	5	7	4	6	4	6	7	4	6	7	4	7	6	6	6	6	6	6	6	5	5	6	5	6	4	7	4	5	6	5	5	5	5	7	5	7	7	5	7	5
r019	1844.65	0.12%	0.29%	0.51%	1.08%	3	7	7	3	5	7	5	7	5	6	6	7	6	5	6	7	5	4	5	5	6	5	5	7	5	4	7	6	7	4	7	6	4	7	7	4	6	6	7	6	4	7	5	7	6	4	6	6	4	6	6	5	4	5	5	5	7	7	5	4	7	7	4	6	4	4	7	4	7	6	5	6	5	7	5	5	5	7	5	5	7	5
r020	1828.14	0.17%	0.40%	0.74%	1.36%	4	5	6	4	6	7	5	7	6	7	4	5	7	6	6	7	5	5	5	5	7	5	5	7	6	5	6	4	7	5	6	7	5	5	6	5	6	7	6	6	5	5	7	5	6	5	6	4	6	7	4	6	5	6	6	5	7	7	5	5	7	6	6	6	6	5	7	6	7	4	6	4	7	5	7	5	7	5	5	6	5	6
r021	1722.81	0.72%	1.26%	2.10%	3.00%	6	5	6	6	6	5	5	7	6	4	7	5	4	5	7	5	7	5	7	5	5	5	5	7	5	5	7	7	7	5	5	5	7	5	5	7	6	6	7	6	4	6	5	5	7	5	7	4	4	6	4	7	4	7	5	5	7	7	5	5	7	6	4	7	4	5	6	4	6	6	5	6	6	6	6	5	5	7	5	5	7	5
r022	1757.70	0.56%	0.94%	1.39%	2.42%	5	6	6	5	7	7	4	6	7	5	5	6	5	5	7	7	6	3	6	6	5	4	6	7	5	4	7	5	7	4	6	5	6	6	6	6	7	5	7	7	4	5	6	6	7	4	7	7	3	5	7	5	4	5	6	5	7	6	5	3	7	6	5	7	5	4	7	3	7	6	6	6	5	5	5	7	6	6	7	5	6	5
r023	1428.92	4.38%	5.20%	6.08%	7.23%	6	6	5	6	6	4	7	6	6	4	7	6	4	7	6	4	7	5	7	4	5	7	4	6	7	6	4	7	6	6	5	5	7	5	5	7	7	4	4	7	5	6	6	5	4	7	4	7	5	4	7	6	5	6	6	5	7	6	5	5	7	5	6	6	6	7	5	5	5	6	6	6	5	6	5	6	6	6	6	5	6	5
r024	1558.43	2.84%	3.70%	4.63%	5.69%	6	5	6	6	6	5	4	7	6	6	5	5	6	5	7	5	6	6	6	7	4	4	7	6	5	7	5	5	6	7	6	4	6	7	6	6	7	5	5	7	6	6	5	7	6	4	6	6	5	5	6	6	6	6	5	5	6	7	5	6	6	6	4	7	4	4	5	5	5	7	5	7	4	6	4	7	5	7	7	4	7	4
r025	1748.96	0.42%	1.02%	1.44%	2.57%	5	7	5	5	5	5	5	6	5	6	6	7	6	5	5	5	7	5	7	6	4	5	6	6	5	5	7	6	6	5	7	4	7	5	7	7	6	4	7	6	6	4	6	5	6	6	6	6	4	4	6	7	6	7	4	6	6	6	6	5	6	5	7	5	7	6	5	4	5	7	4	7	5	4	5	7	6	6	7	5	6	5
r026	1563.06	2.50%	3.34%	4.33%	5.26%	7	6	4	7	4	6	6	6	4	6	7	6	6	5	5	6	5	6	5	5	5	6	5	6	5	6	6	7	6	6	4	5	6	6	4	6	5	7	6	5	7	6	5	6	4	7	4	6	7	7	6	4	7	4	5	5	6	6	5	6	6	4	7	5	7	7	5	7	5	5	5	5	6	6	6	5	5	5	5	7	5	7
r027	1824.23	0.14%	0.36%	0.72%	1.28%	7	4	6	7	5	6	6	5	5	7	5	4	7	6	6	6	5	6	5	5	6	6	5	6	6	5	6	5	6	5	7	6	4	7	7	4	6	5	6	6	5	5	7	7	4	6	4	5	7	5	5	7	5	7	5	6	6	5	6	6	6	6	6	6	6	6	6	7	6	4	5	4	6	5	6	5	7	4	5	7	4	7
r028	1462.11	4.02%	4.96%	6.07%	7.17%	7	6	4	7	5	6	5	5	5	6	6	6	6	5	6	6	6	5	6	7	4	5	7	5	5	7	5	6	5	7	5	4	7	5	5	7	6	6	5	6	6	4	5	5	7	5	7	4	5	6	4	7	6	7	4	7	4	5	7	5	4	4	6	6	6	5	6	5	6	6	4	6	7	4	7	6	5	7	6	5	7	5
r029	1634.63	1.81%	2.77%	3.85%	4.73%	7	6	4	7	4	4	7	6	4	7	6	6	7	4	5	4	6	7	6	7	4	7	7	3	4	7	6	6	3	7	6	4	6	6	6	6	5	7	6	5	6	5	7	6	4	7	4	5	6	7	5	5	6	5	6	6	5	6	6	7	5	4	7	5	7	7	5	6	5	6	6	6	4	5	4	7	7	5	7	5	5	5
r030	1733.33	0.64%	1.16%	1.60%	2.46%	5	7	5	5	6	7	6	5	6	6	5	7	6	7	4	7	6	4	6	4	6	6	4	7	7	4	6	5	7	4	6	6	7	4	6	7	5	6	6	5	7	6	5	4	7	6	7	4	5	6	4	6	7	6	4	6	6	5	6	4	6	5	7	4	7	6	6	5	6	6	4	6	7	6	7	4	5	6	4	6	6	6
r031	1707.13	0.87%	1.50%	2.38%	3.49%	5	6	6	5	5	5	7	6	5	6	6	6	6	5	6	5	6	6	6	6	4	7	6	4	5	5	7	6	4	5	6	4	7	6	6	7	6	5	7	6	6	3	7	6	5	6	5	5	7	5	5	5	6	5	6	6	5	6	6	6	5	6	6	6	6	6	6	7	6	4	6	4	7	3	7	7	7	5	7	5	5	5
r032	1782.35	0.35%	0.87%	1.21%	2.07%	5	6	5	5	5	7	7	5	5	7	5	6	7	6	4	7	5	5	5	5	6	7	5	5	6	5	6	5	5	5	6	6	6	5	6	6	6	6	6	6	5	7	5	5	7	5	7	4	5	6	4	7	5	7	4	6	6	5	6	5	6	5	7	4	7	5	5	5	5	7	4	7	5	7	5	5	5	7	5	5	7	5
r033	1737.19	0.64%	1.14%	1.89%	2.90%	6	7	4	6	6	5	5	7	6	6	5	7	6	4	5	5	4	7	4	6	5	5	6	6	4	5	7	5	6	5	6	5	7	5	6	7	7	4	7	7	4	5	5	5	6	6	6	6	5	4	6	7	4	7	3	5	5	7	5	7	5	4	7	5	7	6	5	5	5	7	3	7	7	5	7	5	5	7	5	5	7	5
r034	1770.83	0.37%	0.84%	1.32%	2.23%	7	6	4	7	7	6	4	5	7	5	5	6	5	5	5	6	6	5	6	5	6	4	5	7	5	6	6	5	7	6	6	6	6	5	6	6	6	5	6	6	5	7	5	5	6	5	6	7	4	5	7	5	5	5	5	7	5	5	7	5	5	4	7	5	7	5	6	4	6	7	5	7	5	7	5	5	5	6	5	6	6	6
r035	1740.62	0.54%	1.13%	1.72%	2.61%	6	5	6	6	5	6	5	6	5	7	5	5	7	5	7	6	4	7	4	7	5	5	7	5	5	5	7	5	5	5	6	5	6	6	6	6	7	5	7	7	5	6	4	6	6	5	6	6	5	5	6	6	5	6	5	6	5	6	6	7	5	6	5	7	5	5	5	5	5	7	5	7	4	6	4	5	4	5	5	7	5	7
r036	1675.98	1.29%	2.18%	3.23%	3.98%	7	6	4	7	7	3	5	6	7	6	4	6	6	5	7	3	5	7	5	4	7	5	4	7	5	6	5	4	7	6	5	7	3	6	5	3	7	6	5	7	5	4	6	6	6	5	6	5	5	6	5	6	5	6	6	6	5	6	6	7	5	4	5	7	5	5	7	5	7	4	6	4	6	4	6	7	6	6	7	5	6	5
r037	1552.14	2.53%	3.46%	4.48%	5.50%	5	6	6	5	4	7	7	6	4	6	7	6	6	6	6	7	5	5	5	5	5	7	5	5	6	6	5	7	5	6	5	5	6	6	5	6	7	5	5	7	4	6	6	6	4	7	4	7	6	5	7	5	4	5	7	6	6	6	6	5	6	6	6	6	6	7	5	6	5	4	7	4	6	6	6	5	6	6	5	6	6	6
r038	1536.89	1.72%	2.16%	2.81%	3.45%	4	6	7	4	6	6	5	7	6	7	4	6	7	5	6	6	6	5	6	5	5	5	5	7	5	5	7	4	7	5	6	5	6	5	6	6	7	5	7	7	6	6	3	5	5	6	5	5	7	5	5	5	6	5	6	4	7	7	4	5	7	7	5	6	5	6	5	7	5	5	6	5	5	6	5	4	3	5	4	7	5	7
r039	1779.06	0.44%	0.72%	1.27%	2.03%	5	6	6	5	7	5	5	6	7	5	5	6	5	7	6	5	6	6	6	5	6	5	5	7	7	5	5	5	7	5	7	6	4	7	7	4	6	7	5	6	5	7	6	7	6	4	6	4	5	7	4	6	5	6	6	6	6	6	6	6	6	6	5	6	5	4	5	5	5	7	6	7	4	7	4	5	6	6	5	6	6	6
r040	1770.50	0.47%	0.74%	1.30%	2.27%	7	5	5	7	4	7	5	6	4	6	5	5	6	6	7	7	5	5	5	6	6	5	6	6	6	5	5	5	6	5	7	6	6	5	7	6	4	7	5	4	6	6	7	5	6	6	6	4	7	7	4	6	6	6	5	6	6	6	6	5	6	5	5	7	5	6	4	7	4	6	5	6	6	6	6	5	7	4	5	7	4	7
r041	1745.07	0.56%	1.07%	1.80%	2.57%	3	7	7	3	6	7	6	7	6	4	7	7	4	4	7	7	5	5	5	5	7	6	5	5	4	7	6	7	5	7	5	7	6	4	5	6	5	6	6	5	6	5	7	4	7	6	7	4	6	6	4	7	6	7	4	5	7	7	5	5	7	7	4	7	4	6	5	6	5	6	4	6	7	5	7	5	7	4	5	7	4	7
r042	1620.75	1.79%	2.66%	3.50%	4.51%	5	6	6	5	6	6	5	7	6	5	6	6	5	6	7	6	7	4	7	5	5	5	5	4	6	7	4	6	4	7	7	5	6	6	7	6	4	7	4	4	7	7	6	6	7	4	7	5	5	7	5	5	7	5	5	5	7	7	5	4	7	6	5	7	5	4	6	5	6	6	5	6	5	7	5	5	6	6	5	6	6	6
r043	1811.92	0.25%	0.41%	0.79%	1.58%	6	6	5	6	5	6	5	5	5	6	6	6	6	5	7	6	4	6	4	7	6	5	7	5	5	5	6	6	5	5	7	6	6	5	7	6	5	5	6	5	5	7	6	5	6	6	6	5	4	5	5	7	5	7	5	7	5	5	7	6	5	5	5	7	5	6	6	4	6	7	5	7	5	7	5	5	6	5	5	7	5	7
r044	1857.86	0.12%	0.26%	0.46%	0.88%	5	6	6	5	4	7	7	5	4	5	7	6	5	6	6	7	5	5	5	5	7	7	5	5	6	5	6	7	5	5	7	7	4	6	7	4	6	6	6	6	6	5	6	6	5	6	5	6	5	6	6	5	6	5	6	7	5	5	7	5	5	6	6	6	6	6	6	5	6	5	6	5	6	5	6	6	6	6	6	6	6	6
r045	1788.54	0.29%	0.61%	1.18%	2.05%	7	4	6	7	4	5	7	6	4	7	5	4	7	5	7	5	6	5	6	5	6	7	5	5	5	6	6	5	5	6	7	6	6	5	7	6	5	4	6	5	6	7	5	5	6	6	6	6	5	4	6	7	6	7	4	5	7	6	5	5	7	6	4	7	4	6	6	5	6	6	4	6	5	7	5	5	5	5	5	7	5	7
r046	1703.89	0.97%	1.60%	2.54%	3.17%	6	4	7	6	6	7	6	4	6	7	4	4	7	4	7	7	5	5	5	6	6	6	6	5	4	7	6	4	5	7	7	6	7	3	7	7	6	4	6	6	5	5	7	3	7	7	7	4	6	4	4	7	5	7	5	5	7	4	5	5	7	7	5	7	5	7	4	6	4	7	5	7	5	5	5	7	7	5	7	5	5	5
r047	1525.26	3.38%	4.45%	5.38%	6.54%	6	7	4	6	7	7	4	5	7	6	4	7	6	6	5	7	5	4	5	6	6	4	6	7	6	7	4	4	7	7	5	6	7	4	5	7	7	3	4	7	6	5	6	4	4	7	4	7	6	3	7	4	6	4	7	5	7	5	5	4	7	4	7	5	7	7	5	6	5	6	7	6	4	5	4	6	6	6	6	6	6	6
r048	1716.21	0.89%	1.63%	2.32%	3.37%	4	7	6	4	7	7	4	6	7	6	4	7	6	5	6	7	5	5	5	6	6	4	6	7	5	7	5	4	7	7	6	6	6	5	6	6	7	5	5	7	5	6	6	5	6	6	6	4	7	5	4	7	5	7	5	5	7	6	5	5	7	6	6	6	6	6	4	7	4	6	5	6	5	6	5	6	6	6	6	6	6	6
r049	1713.01	0.85%	1.49%	2.17%	3.17%	6	4	7	6	5	5	7	6	5	6	6	4	6	7	7	5	6	6	6	4	5	7	4	6	7	5	5	6	6	5	7	5	7	5	7	7	4	6	5	4	5	7	6	5	6	5	6	6	5	6	6	5	5	5	7	5	5	6	5	6	5	7	5	7	5	5	7	5	7	5	7	5	4	7	4	6	6	6	6	6	6	6
r050	1735.57	0.62%	1.17%	1.90%	3.03%	7	5	5	7	7	3	5	6	7	4	6	5	4	5	7	3	6	7	6	7	4	5	7	5	5	5	7	6	5	5	7	4	5	6	7	5	7	5	7	7	4	7	4	6	5	6	5	5	7	5	5	6	4	6	7	6	5	6	6	7	5	5	5	7	5	6	5	7	5	5	7	5	4	7	4	6	4	7	6	5	7	5
r051	1726.56	0.73%	1.36%	1.99%	3.07%	5	5	7	5	6	7	4	7	6	5	6	5	5	5	5	7	5	4	5	7	5	4	7	6	5	5	7	6	6	5	5	5	4	6	5	4	5	7	7	5	7	5	5	6	4	7	4	5	6	7	5	3	7	3	5	5	7	7	5	4	7	7	5	5	5	7	4	6	4	7	5	7	5	5	5	6	5	7	6	4	7	4
r052	1537.24	2.96%	3.56%	4.63%	5.85%	5	7	5	5	7	6	6	5	7	5	5	7	5	6	6	6	5	6	5	6	5	6	6	5	6	7	4	5	5	7	6	5	5	7	6	5	7	6	4	7	6	7	5	7	3	6	3	6	7	6	6	5	6	5	6	7	5	5	7	6	5	5	6	6	6	6	6	7	6	4	6	4	5	7	5	5	5	7	5	5	7	5
r053	1663.30	1.40%	2.01%	3.02%	3.67%	7	4	6	7	7	6	5	4	7	4	6	4	4	6	7	6	6	5	6	5	6	5	5	4	6	7	4	6	4	7	7	6	4	7	7	4	5	6	4	5	7	7	6	7	5	5	5	5	7	6	5	6	7	6	4	7	5	4	7	5	5	6	5	7	5	5	6	7	6	4	4	4	6	7	6	4	6	6	4	6	6	6
r054	1547.52	2.71%	3.72%	4.76%	5.62%	5	5	7	5	5	5	6	7	5	5	7	5	5	4	7	5	7	5	7	4	4	6	4	7	4	6	7	7	7	6	4	4	6	7	4	6	5	7	7	5	4	6	7	7	5	5	5	5	7	7	5	5	4	5	6	5	7	7	5	5	7	7	5	7	5	5	5	7	5	5	6	5	6	6	6	5	7	5	5	6	5	6
r055	1651.32	1.65%	2.67%	3.42%	4.37%	4	7	6	4	5	5	5	7	5	6	6	7	6	5	6	5	5	7	5	7	5	5	7	5	5	7	5	6	5	7	6	5	7	5	6	7	7	4	5	7	5	4	7	5	5	6	5	6	5	4	6	7	5	7	5	5	5	7	5	7	5	6	6	6	6	6	6	5	6	6	5	6	6	4	6	6	7	5	6	6	5	6
r056	1683.63	1.18%	1.88%	2.72%	3.64%	5	4	7	5	6	7	5	6	6	7	4	4	7	6	7	7	5	5	5	4	6	5	4	7	6	5	4	4	7	5	7	6	5	6	7	5	6	6	4	6	6	6	5	6	6	5	6	4	6	6	4	7	6	7	4	6	6	6	6	5	6	7	4	7	4	5	4	6	4	7	4	7	6	6	6	5	5	6	5	6	6	6
r057	1700.29	1.00%	1.61%	2.31%	3.19%	5	5	7	5	7	7	5	5	7	5	5	5	5	7	7	7	6	4	6	6	4	5	6	6	7	4	6	5	6	4	7	4	7	6	7	7	5	5	6	5	7	4	6	6	4	6	4	7	6	5	7	5	7	5	4	7	5	5	7	4	5	7	4	7	4	6	6	6	6	5	4	5	7	4	7	6	6	6	6	6	6	6
r058	1808.38	0.20%	0.53%	0.94%	1.53%	7	5	5	7	5	4	6	5	5	6	6	5	6	5	7	4	6	6	6	5	6	6	5	6	5	4	7	6	6	4	6	6	5	6	6	5	7	6	7	7	4	6	5	6	5	6	5	7	5	6	7	4	4	4	6	6	6	5	6	6	6	5	5	7	5	6	6	5	6	5	6	5	6	6	6	4	5	6	4	6	6	6
r059	1698.66	1.02%	1.53%	2.36%	3.39%	6	5	6	6	6	7	3	7	6	6	5	5	6	5	7	7	5	5	5	7	5	3	7	5	5	7	5	5	5	7	7	5	5	6	7	5	7	5	5	7	7	4	6	6	4	7	4	6	6	5	6	6	7	6	4	5	7	7	5	5	7	6	5	7	5	7	5	6	5	6	4	6	5	4	5	7	6	6	7	5	6	5
r060	1741.32	0.58%	1.18%	1.82%	2.81%	7	4	6	7	6	4	7	5	6	7	4	4	7	5	7	4	5	7	5	6	6	7	6	4	5	7	5	4	4	7	7	6	5	5	7	5	6	5	5	6	5	7	6	5	5	7	5	6	6	5	6	6	5	6	6	7	5	5	7	7	5	6	5	7	5	7	4	6	4	7	6	7	4	7	4	6	6	5	6	6	5	6
r061	1695.06	1.07%	1.41%	2.14%	3.02%	6	4	7	6	5	5	7	6	5	7	5	4	7	6	7	5	7	4	7	4	6	7	4	6	6	5	5	5	6	5	6	6	6	5	6	6	5	7	5	5	7	5	7	5	6	6	6	5	5	7	5	4	7	4	5	6	6	6	6	4	6	7	5	7	5	6	6	5	6	6	5	6	6	5	6	3	7	4	3	7	4	7
r062	1649.05	1.46%	2.38%	3.15%	4.05%	7	5	5	7	5	6	6	5	5	7	4	5	7	5	7	6	4	7	4	5	5	6	5	6	5	6	6	4	6	6	6	5	7	5	6	7	7	4	6	7	7	6	3	5	6	6	6	5	6	4	5	5	7	5	5	7	4	5	7	7	4	5	5	7	5	6	5	6	5	6	5	6	5	6	5	6	3	6	6	6	6	6
r063	1490.47	3.39%	4.19%	5.24%	6.19%	5	7	5	5	7	6	4	4	7	5	4	7	5	5	6	6	5	6	5	6	5	4	6	7	5	7	5	4	7	7	5	5	5	7	5	5	7	6	5	7	6	7	4	7	5	5	5	4	6	6	4	7	6	7	4	7	5	4	7	6	5	5	6	6	6	5	5	6	5	6	4	6	7	7	7	3	4	6	3	6	6	6
r064	1649.38	1.65%	2.44%	3.20%	4.19%	5	5	7	5	4	6	4	7	4	7	6	5	7	6	6	6	4	7	4	7	5	4	7	6	6	6	5	6	6	6	6	5	6	6	6	6	7	5	5	7	6	4	6	6	5	6	5	6	6	5	6	6	6	6	5	5	5	7	5	7	5	7	4	6	4	6	5	6	5	6	5	6	6	4	6	7	6	5	7	5	5	5
r065	1733.58	0.62%	1.23%	1.87%	2.85%	6	6	5	6	6	7	4	6	6	4	7	6	4	4	6	7	4	6	4	6	7	4	6	7	4	6	7	7	7	6	4	7	4	6	4	4	7	5	7	7	6	5	4	6	4	7	4	7	6	5	7	5	6	5	5	6	6	6	6	6	6	5	6	6	6	7	5	6	5	5	5	5	7	5	7	5	4	6	5	6	6	6
r066	1774.91	0.41%	0.73%	1.26%	2.16%	4	7	5	4	7	6	4	7	7	5	4	7	5	7	5	6	7	4	7	5	5	4	5	7	7	4	6	4	7	4	7	5	6	6	7	6	4	7	6	4	7	4	6	6	5	6	5	5	6	7	5	5	7	5	3	5	7	7	5	4	7	5	7	5	7	6	4	6	4	7	3	7	7	4	7	6	6	6	6	6	6	6
r067	1838.09	0.12%	0.26%	0.62%	1.16%	5	6	6	5	6	7	5	6	6	5	6	6	5	5	7	7	5	5	5	6	5	5	6	6	5	4	7	6	6	4	7	5	6	6	7	6	5	6	7	5	4	6	7	6	6	5	6	6	5	6	6	5	4	5	7	5	7	6	5	5	7	6	5	7	5	5	6	5	6	6	7	6	4	6	4	6	7	5	6	6	5	6
r068	1837.22	0.37%	0.57%	0.81%	1.09%	6	3	7	6	5	7	7	4	5	5	7	3	5	7	7	7	5	5	5	5	7	7	5	5	7	4	6	7	5	4	7	7	5	5	7	5	5	7	6	5	6	5	7	5	6	6	6	4	5	7	4	6	6	6	5	7	5	4	7	5	5	7	5	7	5	6	6	5	6	6	5	6	6	5	6	5	7	5	5	6	5	6
r069	1720.43	0.82%	1.54%	2.18%	3.21%	4	5	7	4	6	6	7	6	6	6	5	5	6	7	6	6	4	7	4	6	5	7	6	4	7	5	5	5	4	5	7	5	6	6	7	6	6	5	5	6	6	6	6	6	5	6	5	6	6	5	6	6	6	6	5	6	4	6	6	7	4	7	5	6	5	6	6	6	6	5	5	5	4	6	4	7	6	6	7	5	6	5
